	Time [s]	Minimum [°C]	Maximum [°C]	Average [°C]	
26134	2008.2	25.21	25.213	25.212	
26135	2008.3	25.21	25.213	25.212	
26136	2008.4	25.21	25.213	25.212	
26137	2008.5	25.21	25.214	25.212	
26138	2008.6	25.21	25.214	25.212	
26139	2008.7	25.21	25.214	25.212	
26140	2008.8	25.21	25.214	25.212	
26141	2008.9	25.21	25.214	25.212	
26142	2009.	25.21	25.214	25.212	
26143	2009.	25.21	25.214	25.212	
26144	2009.	25.21	25.214	25.212	
26145	2009.	25.21	25.214	25.212	
26146	2009.1	25.21	25.214	25.212	
26147	2009.2	25.21	25.214	25.212	
26148	2009.3	25.21	25.214	25.212	
26149	2009.4	25.21	25.214	25.212	
26150	2009.5	25.21	25.214	25.212	
26151	2009.6	25.21	25.214	25.212	
26152	2009.7	25.21	25.214	25.213	
26153	2009.8	25.21	25.214	25.213	
26154	2009.9	25.21	25.214	25.213	
26155	2010.	25.21	25.214	25.213	
26156	2010.	25.21	25.214	25.213	
26157	2010.	25.21	25.214	25.213	
26158	2010.	25.21	25.214	25.213	
26159	2010.1	25.21	25.214	25.213	
26160	2010.2	25.21	25.214	25.213	
26161	2010.3	25.21	25.214	25.213	
26162	2010.4	25.21	25.214	25.213	
26163	2010.5	25.21	25.214	25.213	
26164	2010.6	25.21	25.214	25.213	
26165	2010.7	25.211	25.214	25.213	
26166	2010.8	25.211	25.214	25.213	
26167	2010.9	25.211	25.214	25.213	
26168	2011.	25.211	25.214	25.213	
26169	2011.	25.211	25.214	25.213	
26170	2011.	25.211	25.214	25.213	
26171	2011.	25.211	25.214	25.213	
26172	2011.1	25.211	25.214	25.213	
26173	2011.2	25.211	25.214	25.213	
26174	2011.3	25.211	25.214	25.213	
26175	2011.4	25.211	25.214	25.213	
26176	2011.5	25.211	25.214	25.213	
26177	2011.6	25.211	25.214	25.213	
26178	2011.7	25.211	25.214	25.213	
26179	2011.8	25.211	25.214	25.213	
26180	2011.9	25.211	25.214	25.213	
26181	2012.	25.211	25.214	25.213	
26182	2012.	25.211	25.214	25.213	
26183	2012.	25.211	25.214	25.213	
26184	2012.	25.211	25.214	25.213	
26185	2012.1	25.211	25.214	25.213	
26186	2012.2	25.211	25.214	25.213	
26187	2012.3	25.211	25.214	25.213	
26188	2012.4	25.211	25.214	25.213	
26189	2012.5	25.211	25.214	25.213	
26190	2012.6	25.211	25.214	25.213	
26191	2012.7	25.211	25.214	25.213	
26192	2012.8	25.211	25.215	25.213	
26193	2012.9	25.211	25.215	25.213	
26194	2013.	25.211	25.215	25.213	
26195	2013.	25.211	25.215	25.213	
26196	2013.	25.211	25.215	25.213	
26197	2013.	25.211	25.215	25.213	
26198	2013.1	25.211	25.215	25.213	
26199	2013.2	25.211	25.215	25.213	
26200	2013.3	25.211	25.215	25.213	
26201	2013.4	25.211	25.215	25.213	
26202	2013.5	25.211	25.215	25.213	
26203	2013.6	25.211	25.215	25.213	
26204	2013.7	25.211	25.215	25.213	
26205	2013.8	25.211	25.215	25.213	
26206	2013.9	25.211	25.215	25.213	
