	Time [s]	Minimum [°C]	Maximum [°C]	Average [°C]	
39324	3023.	25.133	25.522	25.352	
39325	3023.	25.133	25.522	25.352	
39326	3023.	25.133	25.522	25.352	
39327	3023.1	25.133	25.522	25.352	
39328	3023.1	25.133	25.522	25.352	
39329	3023.2	25.133	25.522	25.352	
39330	3023.3	25.133	25.522	25.352	
39331	3023.4	25.133	25.522	25.352	
39332	3023.5	25.133	25.523	25.352	
39333	3023.6	25.133	25.523	25.352	
39334	3023.7	25.133	25.523	25.352	
39335	3023.8	25.133	25.523	25.352	
39336	3023.9	25.133	25.523	25.352	
39337	3024.	25.133	25.523	25.352	
39338	3024.	25.133	25.523	25.352	
39339	3024.	25.133	25.523	25.352	
39340	3024.1	25.133	25.523	25.352	
39341	3024.1	25.133	25.523	25.352	
39342	3024.2	25.133	25.523	25.352	
39343	3024.3	25.133	25.523	25.352	
39344	3024.4	25.133	25.523	25.352	
39345	3024.5	25.133	25.523	25.352	
39346	3024.6	25.133	25.523	25.352	
39347	3024.7	25.133	25.523	25.352	
39348	3024.8	25.133	25.523	25.352	
39349	3024.9	25.133	25.523	25.352	
39350	3025.	25.133	25.523	25.352	
39351	3025.	25.133	25.523	25.352	
39352	3025.	25.133	25.523	25.352	
39353	3025.1	25.133	25.523	25.352	
39354	3025.1	25.133	25.523	25.352	
39355	3025.2	25.133	25.523	25.352	
39356	3025.3	25.133	25.523	25.352	
39357	3025.4	25.133	25.523	25.352	
39358	3025.5	25.133	25.523	25.352	
39359	3025.6	25.133	25.523	25.352	
39360	3025.7	25.134	25.523	25.352	
39361	3025.8	25.134	25.523	25.352	
39362	3025.9	25.134	25.523	25.352	
39363	3026.	25.134	25.523	25.353	
39364	3026.	25.134	25.523	25.353	
39365	3026.	25.134	25.523	25.353	
39366	3026.1	25.134	25.523	25.353	
39367	3026.1	25.134	25.523	25.353	
39368	3026.2	25.134	25.524	25.353	
39369	3026.3	25.134	25.524	25.353	
39370	3026.4	25.134	25.524	25.353	
39371	3026.5	25.134	25.524	25.353	
39372	3026.6	25.134	25.524	25.353	
39373	3026.7	25.134	25.524	25.353	
39374	3026.8	25.134	25.524	25.353	
39375	3026.9	25.134	25.524	25.353	
39376	3027.	25.134	25.524	25.353	
39377	3027.	25.134	25.524	25.353	
39378	3027.	25.134	25.524	25.353	
39379	3027.1	25.134	25.524	25.353	
39380	3027.1	25.134	25.524	25.353	
39381	3027.2	25.134	25.524	25.353	
39382	3027.3	25.134	25.524	25.353	
39383	3027.4	25.134	25.524	25.353	
39384	3027.5	25.134	25.524	25.353	
39385	3027.6	25.134	25.524	25.353	
39386	3027.7	25.134	25.524	25.353	
39387	3027.8	25.134	25.524	25.353	
39388	3027.9	25.134	25.524	25.353	
39389	3028.	25.134	25.524	25.353	
39390	3028.	25.134	25.524	25.353	
39391	3028.	25.134	25.524	25.353	
39392	3028.1	25.134	25.524	25.353	
39393	3028.1	25.134	25.524	25.353	
39394	3028.2	25.134	25.524	25.353	
39395	3028.3	25.134	25.524	25.353	
39396	3028.4	25.134	25.524	25.353	
39397	3028.5	25.134	25.524	25.353	
39398	3028.6	25.134	25.524	25.353	
39399	3028.7	25.134	25.524	25.353	
39400	3028.8	25.134	25.524	25.353	
39401	3028.9	25.134	25.525	25.353	
39402	3029.	25.134	25.525	25.353	
39403	3029.	25.134	25.525	25.353	
39404	3029.	25.134	25.525	25.353	
39405	3029.1	25.134	25.525	25.353	
39406	3029.1	25.134	25.525	25.353	
39407	3029.2	25.134	25.525	25.353	
39408	3029.3	25.134	25.525	25.353	
39409	3029.4	25.134	25.525	25.353	
39410	3029.5	25.134	25.525	25.353	
39411	3029.6	25.134	25.525	25.353	
39412	3029.7	25.134	25.525	25.353	
39413	3029.8	25.134	25.525	25.354	
39414	3029.9	25.134	25.525	25.354	
39415	3030.	25.134	25.525	25.354	
39416	3030.	25.134	25.525	25.354	
39417	3030.	25.134	25.525	25.354	
39418	3030.1	25.134	25.525	25.354	
39419	3030.1	25.134	25.525	25.354	
39420	3030.2	25.134	25.525	25.354	
39421	3030.3	25.134	25.525	25.354	
39422	3030.4	25.134	25.525	25.354	
39423	3030.5	25.134	25.525	25.354	
39424	3030.6	25.134	25.525	25.354	
39425	3030.7	25.134	25.525	25.354	
39426	3030.8	25.134	25.525	25.354	
39427	3030.9	25.134	25.525	25.354	
39428	3031.	25.134	25.525	25.354	
39429	3031.	25.134	25.525	25.354	
39430	3031.	25.134	25.525	25.354	
39431	3031.1	25.134	25.525	25.354	
39432	3031.1	25.134	25.525	25.354	
39433	3031.2	25.134	25.525	25.354	
39434	3031.3	25.134	25.525	25.354	
39435	3031.4	25.134	25.525	25.354	
39436	3031.5	25.134	25.526	25.354	
39437	3031.6	25.134	25.526	25.354	
39438	3031.7	25.134	25.526	25.354	
39439	3031.8	25.134	25.526	25.354	
39440	3031.9	25.134	25.526	25.354	
39441	3032.	25.134	25.526	25.354	
39442	3032.	25.134	25.526	25.354	
39443	3032.	25.134	25.526	25.354	
39444	3032.1	25.134	25.526	25.354	
39445	3032.1	25.134	25.526	25.354	
39446	3032.2	25.134	25.526	25.354	
39447	3032.3	25.134	25.526	25.354	
39448	3032.4	25.134	25.526	25.354	
39449	3032.5	25.134	25.526	25.354	
39450	3032.6	25.134	25.526	25.354	
39451	3032.7	25.134	25.526	25.354	
39452	3032.8	25.134	25.526	25.354	
39453	3032.9	25.134	25.526	25.354	
39454	3033.	25.134	25.526	25.354	
39455	3033.	25.134	25.526	25.354	
39456	3033.	25.134	25.526	25.354	
39457	3033.1	25.134	25.526	25.354	
39458	3033.1	25.134	25.526	25.354	
39459	3033.2	25.134	25.526	25.354	
39460	3033.3	25.134	25.526	25.354	
39461	3033.4	25.134	25.526	25.354	
39462	3033.5	25.134	25.526	25.354	
39463	3033.6	25.134	25.526	25.355	
39464	3033.7	25.134	25.526	25.355	
39465	3033.8	25.134	25.526	25.355	
39466	3033.9	25.135	25.526	25.355	
39467	3034.	25.135	25.526	25.355	
39468	3034.	25.135	25.526	25.355	
39469	3034.	25.135	25.526	25.355	
39470	3034.1	25.135	25.526	25.355	
39471	3034.1	25.135	25.526	25.355	
39472	3034.2	25.135	25.527	25.355	
39473	3034.3	25.135	25.527	25.355	
39474	3034.4	25.135	25.527	25.355	
39475	3034.5	25.135	25.527	25.355	
39476	3034.6	25.135	25.527	25.355	
39477	3034.7	25.135	25.527	25.355	
39478	3034.8	25.135	25.527	25.355	
39479	3034.9	25.135	25.527	25.355	
39480	3035.	25.135	25.527	25.355	
39481	3035.	25.135	25.527	25.355	
39482	3035.	25.135	25.527	25.355	
39483	3035.1	25.135	25.527	25.355	
39484	3035.1	25.135	25.527	25.355	
39485	3035.2	25.135	25.527	25.355	
39486	3035.3	25.135	25.527	25.355	
39487	3035.4	25.135	25.527	25.355	
39488	3035.5	25.135	25.527	25.355	
39489	3035.6	25.135	25.527	25.355	
39490	3035.7	25.135	25.527	25.355	
39491	3035.8	25.135	25.527	25.355	
39492	3035.9	25.135	25.527	25.355	
39493	3036.	25.135	25.527	25.355	
39494	3036.	25.135	25.527	25.355	
39495	3036.	25.135	25.527	25.355	
39496	3036.1	25.135	25.527	25.355	
39497	3036.1	25.135	25.527	25.355	
39498	3036.2	25.135	25.527	25.355	
39499	3036.3	25.135	25.527	25.355	
39500	3036.4	25.135	25.527	25.355	
39501	3036.5	25.135	25.527	25.355	
39502	3036.6	25.135	25.527	25.355	
39503	3036.7	25.135	25.527	25.355	
39504	3036.8	25.135	25.528	25.355	
39505	3036.9	25.135	25.528	25.355	
39506	3037.	25.135	25.528	25.355	
39507	3037.	25.135	25.528	25.355	
39508	3037.	25.135	25.528	25.355	
39509	3037.1	25.135	25.528	25.355	
39510	3037.1	25.135	25.528	25.355	
39511	3037.2	25.135	25.528	25.355	
39512	3037.3	25.135	25.528	25.356	
39513	3037.4	25.135	25.528	25.356	
39514	3037.5	25.135	25.528	25.356	
39515	3037.6	25.135	25.528	25.356	
39516	3037.7	25.135	25.528	25.356	
39517	3037.8	25.135	25.528	25.356	
39518	3037.9	25.135	25.528	25.356	
39519	3038.	25.135	25.528	25.356	
39520	3038.	25.135	25.528	25.356	
39521	3038.	25.135	25.528	25.356	
39522	3038.1	25.135	25.528	25.356	
39523	3038.1	25.135	25.528	25.356	
39524	3038.2	25.135	25.528	25.356	
39525	3038.3	25.135	25.528	25.356	
39526	3038.4	25.135	25.528	25.356	
39527	3038.5	25.135	25.528	25.356	
39528	3038.6	25.135	25.528	25.356	
39529	3038.7	25.135	25.528	25.356	
39530	3038.8	25.135	25.528	25.356	
39531	3038.9	25.135	25.528	25.356	
39532	3039.	25.135	25.528	25.356	
39533	3039.	25.135	25.528	25.356	
39534	3039.	25.135	25.528	25.356	
39535	3039.1	25.135	25.528	25.356	
39536	3039.1	25.135	25.528	25.356	
39537	3039.2	25.135	25.528	25.356	
