	Time [s]	Minimum [°C]	Maximum [°C]	Average [°C]	
1	1.	32.599	32.704	32.665	
2	1.01	32.599	32.704	32.666	
3	1.02	32.599	32.705	32.666	
4	1.05	32.599	32.705	32.666	
5	1.11	32.599	32.706	32.667	
6	1.21	32.599	32.708	32.668	
7	1.31	32.599	32.71	32.67	
8	1.41	32.599	32.711	32.671	
9	1.51	32.598	32.713	32.672	
10	1.61	32.598	32.714	32.673	
11	1.71	32.598	32.716	32.674	
12	1.81	32.598	32.717	32.675	
13	1.91	32.598	32.719	32.676	
14	2.	32.598	32.72	32.677	
15	2.01	32.598	32.72	32.677	
16	2.02	32.598	32.72	32.677	
17	2.05	32.598	32.72	32.677	
18	2.14	32.598	32.721	32.678	
19	2.24	32.598	32.722	32.678	
20	2.34	32.598	32.723	32.679	
21	2.44	32.597	32.724	32.68	
22	2.54	32.597	32.725	32.68	
23	2.64	32.597	32.726	32.681	
24	2.74	32.597	32.727	32.681	
25	2.84	32.597	32.728	32.682	
26	2.94	32.597	32.728	32.682	
27	3.	32.597	32.729	32.683	
28	3.01	32.597	32.729	32.683	
29	3.02	32.597	32.729	32.683	
30	3.05	32.596	32.729	32.683	
31	3.14	32.596	32.73	32.683	
32	3.24	32.596	32.73	32.684	
33	3.34	32.596	32.731	32.684	
34	3.44	32.596	32.731	32.684	
35	3.54	32.596	32.732	32.685	
36	3.64	32.596	32.732	32.685	
37	3.74	32.595	32.733	32.685	
38	3.84	32.595	32.733	32.685	
39	3.94	32.595	32.733	32.685	
40	4.	32.595	32.733	32.685	
41	4.01	32.595	32.733	32.685	
42	4.02	32.595	32.733	32.685	
43	4.05	32.595	32.733	32.686	
44	4.14	32.595	32.734	32.686	
45	4.24	32.595	32.734	32.686	
46	4.34	32.594	32.734	32.686	
47	4.44	32.594	32.734	32.686	
48	4.54	32.594	32.735	32.686	
49	4.64	32.594	32.735	32.686	
50	4.74	32.594	32.735	32.686	
51	4.84	32.594	32.735	32.686	
52	4.94	32.593	32.735	32.686	
53	5.	32.593	32.735	32.686	
54	5.01	32.593	32.735	32.686	
55	5.02	32.593	32.735	32.686	
56	5.05	32.593	32.735	32.686	
57	5.14	32.593	32.735	32.686	
58	5.24	32.593	32.735	32.686	
59	5.34	32.593	32.735	32.686	
60	5.44	32.593	32.735	32.686	
61	5.54	32.593	32.735	32.686	
62	5.64	32.592	32.735	32.686	
63	5.74	32.592	32.735	32.686	
64	5.84	32.592	32.735	32.686	
65	5.94	32.592	32.735	32.686	
66	6.	32.592	32.735	32.686	
67	6.01	32.592	32.735	32.686	
68	6.02	32.592	32.735	32.686	
69	6.05	32.592	32.735	32.686	
70	6.14	32.592	32.735	32.686	
71	6.24	32.592	32.735	32.686	
72	6.34	32.591	32.735	32.686	
73	6.44	32.591	32.735	32.686	
74	6.54	32.591	32.735	32.686	
75	6.64	32.591	32.735	32.686	
76	6.74	32.591	32.735	32.686	
77	6.84	32.591	32.735	32.686	
78	6.94	32.591	32.735	32.685	
79	7.	32.591	32.735	32.685	
80	7.01	32.591	32.735	32.685	
81	7.02	32.591	32.735	32.685	
82	7.05	32.591	32.735	32.685	
83	7.14	32.59	32.735	32.685	
84	7.24	32.59	32.735	32.685	
85	7.34	32.59	32.734	32.685	
86	7.44	32.59	32.734	32.685	
87	7.54	32.59	32.734	32.685	
88	7.64	32.59	32.734	32.685	
89	7.74	32.59	32.734	32.685	
90	7.84	32.59	32.734	32.685	
91	7.94	32.59	32.734	32.685	
92	8.	32.589	32.734	32.684	
93	8.01	32.589	32.734	32.684	
94	8.02	32.589	32.734	32.684	
95	8.05	32.589	32.734	32.684	
96	8.14	32.589	32.734	32.684	
97	8.24	32.589	32.734	32.684	
98	8.34	32.589	32.734	32.684	
99	8.44	32.589	32.733	32.684	
100	8.54	32.589	32.733	32.684	
101	8.64	32.589	32.733	32.684	
102	8.74	32.589	32.733	32.684	
103	8.84	32.589	32.733	32.684	
104	8.94	32.588	32.733	32.684	
105	9.	32.588	32.733	32.684	
106	9.01	32.588	32.733	32.684	
107	9.02	32.588	32.733	32.683	
108	9.05	32.588	32.733	32.683	
109	9.14	32.588	32.733	32.683	
110	9.24	32.588	32.733	32.683	
111	9.34	32.588	32.733	32.683	
112	9.44	32.588	32.732	32.683	
113	9.54	32.588	32.732	32.683	
114	9.64	32.588	32.732	32.683	
115	9.74	32.588	32.732	32.683	
116	9.84	32.588	32.732	32.683	
117	9.94	32.587	32.732	32.683	
118	10.	32.587	32.732	32.683	
119	10.01	32.587	32.732	32.683	
120	10.02	32.587	32.732	32.683	
121	10.05	32.587	32.732	32.682	
122	10.14	32.587	32.732	32.682	
123	10.24	32.587	32.732	32.682	
124	10.34	32.587	32.732	32.682	
125	10.44	32.587	32.731	32.682	
126	10.54	32.587	32.731	32.682	
127	10.64	32.587	32.731	32.682	
128	10.74	32.587	32.731	32.682	
129	10.84	32.587	32.731	32.682	
130	10.94	32.586	32.731	32.682	
131	11.	32.586	32.731	32.682	
132	11.01	32.586	32.731	32.682	
133	11.02	32.586	32.731	32.682	
134	11.05	32.586	32.731	32.682	
135	11.14	32.586	32.731	32.681	
136	11.24	32.586	32.731	32.681	
137	11.34	32.586	32.731	32.681	
138	11.44	32.586	32.73	32.681	
139	11.54	32.586	32.73	32.681	
140	11.64	32.586	32.73	32.681	
141	11.74	32.586	32.73	32.681	
142	11.84	32.586	32.73	32.681	
143	11.94	32.586	32.73	32.681	
144	12.	32.585	32.73	32.681	
145	12.01	32.585	32.73	32.681	
146	12.02	32.585	32.73	32.681	
147	12.05	32.585	32.73	32.681	
148	12.14	32.585	32.73	32.68	
149	12.24	32.585	32.73	32.68	
150	12.34	32.585	32.73	32.68	
151	12.44	32.585	32.73	32.68	
152	12.54	32.585	32.729	32.68	
153	12.64	32.585	32.729	32.68	
154	12.74	32.585	32.729	32.68	
155	12.84	32.585	32.729	32.68	
156	12.94	32.585	32.729	32.68	
157	13.	32.585	32.729	32.68	
158	13.01	32.585	32.729	32.68	
159	13.02	32.585	32.729	32.68	
160	13.05	32.585	32.729	32.68	
161	13.14	32.584	32.729	32.68	
