	Time [s]	Minimum [°C]	Maximum [°C]	Average [°C]	
1	1.	26.923	27.285	27.095	
2	1.01	26.933	27.285	27.094	
3	1.02	26.941	27.283	27.093	
4	1.05	26.957	27.28	27.09	
5	1.11	26.977	27.279	27.087	
6	1.21	26.997	27.272	27.085	
7	1.31	27.011	27.262	27.084	
8	1.41	27.019	27.253	27.084	
9	1.51	27.024	27.243	27.084	
10	1.61	27.029	27.234	27.085	
11	1.71	27.035	27.226	27.087	
12	1.81	27.04	27.218	27.088	
13	1.91	27.045	27.211	27.089	
14	2.	27.05	27.205	27.091	
15	2.01	27.05	27.205	27.091	
16	2.02	27.051	27.204	27.091	
17	2.05	27.052	27.202	27.091	
18	2.14	27.056	27.197	27.093	
19	2.24	27.06	27.191	27.094	
20	2.34	27.064	27.186	27.095	
21	2.44	27.066	27.182	27.096	
22	2.54	27.068	27.177	27.097	
23	2.64	27.07	27.173	27.098	
24	2.74	27.071	27.169	27.099	
25	2.84	27.072	27.166	27.1	
26	2.94	27.072	27.163	27.101	
27	3.	27.072	27.161	27.101	
28	3.01	27.072	27.16	27.101	
29	3.02	27.073	27.16	27.101	
30	3.05	27.073	27.159	27.102	
31	3.14	27.073	27.157	27.102	
32	3.24	27.073	27.154	27.103	
33	3.34	27.073	27.152	27.103	
34	3.44	27.073	27.149	27.104	
35	3.54	27.073	27.147	27.104	
36	3.64	27.073	27.145	27.105	
37	3.74	27.073	27.143	27.105	
38	3.84	27.073	27.142	27.106	
39	3.94	27.074	27.14	27.106	
40	4.	27.074	27.139	27.106	
41	4.01	27.074	27.139	27.106	
42	4.02	27.074	27.139	27.106	
43	4.05	27.074	27.138	27.107	
44	4.14	27.074	27.137	27.107	
45	4.24	27.075	27.136	27.107	
46	4.34	27.075	27.135	27.107	
47	4.44	27.076	27.134	27.108	
48	4.54	27.076	27.133	27.108	
49	4.64	27.077	27.132	27.108	
50	4.74	27.077	27.131	27.108	
51	4.84	27.078	27.13	27.109	
52	4.94	27.078	27.129	27.109	
53	5.	27.078	27.129	27.109	
54	5.01	27.079	27.128	27.109	
55	5.02	27.079	27.128	27.109	
56	5.05	27.079	27.128	27.109	
57	5.14	27.079	27.128	27.109	
58	5.24	27.08	27.127	27.109	
59	5.34	27.08	27.126	27.11	
60	5.44	27.081	27.126	27.11	
61	5.54	27.081	27.125	27.11	
62	5.64	27.082	27.125	27.11	
63	5.74	27.082	27.124	27.11	
64	5.84	27.083	27.124	27.11	
65	5.94	27.083	27.123	27.11	
66	6.	27.083	27.123	27.11	
67	6.01	27.083	27.123	27.11	
68	6.02	27.083	27.123	27.11	
69	6.05	27.084	27.123	27.111	
70	6.14	27.084	27.123	27.111	
71	6.24	27.084	27.122	27.111	
72	6.34	27.085	27.122	27.111	
73	6.44	27.085	27.122	27.111	
74	6.54	27.086	27.121	27.111	
75	6.64	27.086	27.121	27.111	
